岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
高级数据分析师,https://www.zhipin.com/job_detail/3c87f8766f3e75811HR_39q8FFNT.html?lid=584LjSKRAgW.search.47&securityId=Na9QZ9_Dp9u4_-c1Hn704hxeWgKwsXiKQ1Q2PljaKY7WN-jVmLt63VblAzHWn0oOZeal34vyi5ofQwDVtBX_20hbxFM1Icjbz-mztEyEyroHmg5LAQIDGZKOP0BHpo8f4n12ikf4j-PAE4hG26oB7xjV&sessionId=,20-23K,某大型电子商务公司,广州,3-5年,学历不限,马逊平台运营数据,,,,带薪年假 员工旅游 节日福利 零食下午茶 五险
数据分析专员,https://www.zhipin.com/job_detail/df9fce8060bf05271XR40t25FlRX.html?lid=584LjSKRAgW.search.48&securityId=EB8M_5cOql5gh-T1cE7Rjcpy5Pjrnmqnuy_z0lXQHtDqZEYdDmKX8fDbQs5a1jEWehZp5vL0Zd8oK2llT_kdv6mfXIMCaBauGd6Yb5x50p8tZvou&sessionId=,10-12K,小鹏汽车,广州,3-5年,本科,SQL SPSS Excel,已上市,10000人以上,汽车生产,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 餐补 包吃 节日福利
资深数据分析师（用户增长方向）,https://www.zhipin.com/job_detail/a925460da7934c531Xd_3Ni1FVpR.html?lid=584LjSKRAgW.search.49&securityId=JxzLNkdU8pRHe-61J82VNZagIQsLUluDKnwx7XKvs2Xxt0IsH0PmU4PXQVoienExtkgSQhsnWM6RdM2DzsZjFcJ3flINl8pQRNXs4eJ_Q576Wm0~&sessionId=,20-35K,某大型移动互联网公司,广州,1-3年,本科,文娱/游戏行业数据相关经验 数据分析/挖掘经验 广告投放 用户增长 直播,,,,五险一金 定期体检
中级数据分析师,https://www.zhipin.com/job_detail/e33236261e42d9f81HR439m5FFFV.html?lid=584LjSKRAgW.search.50&securityId=D1mXK6ltLrVjd-71YfmW5YvjatPLtsoyMymgV1I9FpGl2iHfHB5-hfUuSq5oReKf7DrwUnq1Au9t_Dk0EK1FfMQGg0FGjBlztAYj7Q9sVbwkxfM8sQ~~&sessionId=,12-18K·14薪,三七互娱,广州,1-3年,本科,SQL SPSS 数学/统计相关专业 文娱/游戏行业数据相关经验,已上市,1000-9999人,移动互联网,五险一金 补充医疗保险 定期体检 全勤奖 年终奖 股票期权 带薪年假 员工旅游 餐补 交通补助 包吃 节日福利 零食下午茶
python数据分析师,https://www.zhipin.com/job_detail/1c26caab6bf843191X153Ny9GFpV.html?lid=584LjSKRAgW.search.51&securityId=PsbJsjDi9OcXA-a1wcRJx3ImFI5ZA3O-Pk5hcwg5X5Z8UhRXrLuESKHy4Uf7NLG56Y19-NQy-uNEDJ47jQIreBciJ1RG3PNO5SXMw8R5RvpQHjelaKo~&sessionId=,6-8K,广州汇员帮信息科技,广州,1年以内,大专,Power BI SQL Python,未融资,0-20人,移动互联网,员工旅游 带薪年假 全勤奖 保底工资 绩效奖金 五险一金
数据分析师,https://www.zhipin.com/job_detail/b3afe133af0d373d3nFy2NS_GFY~.html?lid=584LjSKRAgW.search.52&securityId=JdjhVjqs4bJ9O-V1DO8XLu7qWjEU7QW_XLAy-Kv2X_mlIRuH-gNN7zGnBUlxYWsWc0Kca82sBxELa0-2rzAzNJDpIpdW8tligzcaPZqdLL-FthVglA~~&sessionId=,10-12K,薪亿丰,广州,1-3年,大专,SQL 数据分析 商业分析 R语言 SPSS hive,,20-99人,批发/零售,
数据分析助理,https://www.zhipin.com/job_detail/2a5000e36b0aee641HR62d-8GVtV.html?lid=584LjSKRAgW.search.53&securityId=UcRvWy4AIhazb-O1R9PgkOe3PpJ142254oUS4ZrjEJ2t_cJ5fvFT6NyDGJdoeHWRMStJTMmPvxb7kXZl4EvGicORXZOmdzz4PLusm7vFjZeCNHbUJlmW&sessionId=,6-7K,谢瑞麟珠宝有限公...,广州,3-5年,大专,Power BI 国内院校优先 电商/零售行业数据相关经验 数学/统计相关专业,,500-999人,原材料及加工/模具,五险一金 补充医疗保险 定期体检 加班补助 全勤奖 带薪年假 员工旅游 餐补 节日福利
数据分析师-双休-五险一金,https://www.zhipin.com/job_detail/2137584d504b1ef71HR_0t2_ElZQ.html?lid=584LjSKRAgW.search.54&securityId=ohIGYhuPTh0bx-d1HGaTo6YhUVdtnh_NSYnzBAja8Aq8YjfU-cKmyjl1NcD6NlTNnlPdG833FX1YkoyvODJKofeahTnLNW3C338V1lHlCjE1ckn0ZWA~&sessionId=,7-10K,润建股份,广州,3-5年,大专,SQL Python Hive 数学/统计相关专业 计算机相关专业,已上市,1000-9999人,移动互联网,节日福利 零食下午茶 带薪年假 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/e796069ccdd8610d1X1_2d68E1FQ.html?lid=584LjSKRAgW.search.55&securityId=m8lVIY-fd5Jzl-41nrJdLbE5l4xjjY2nB0phwKKOO5f7HOIezinlZfM5QexwzqQ5B5BKEW0WbxEVRatKNS1GMiLLD6uKriZYYr_VXCezdEnm9qCkbQ~~&sessionId=,8-11K·14薪,日立电梯广州分公司,广州,经验不限,本科,数学/统计相关专业 金融行业数据相关经验,不需要融资,1000-9999人,机械设备/机电/重工,五险一金 定期体检 加班补助 年终奖 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助
数据分析师,https://www.zhipin.com/job_detail/67b62cbeb52a0a2a1XNy3ti7ElFR.html?lid=584LjSKRAgW.search.56&securityId=zodA_us5PCAmI-G1iWK8Ul3KfL-dIxtOsCGDxnzWFtPequrV4ii_o5dEGeas-BACxx4rBYma6ACVgjMHrEsxt6gbxzT9PQz1TbhCqiu3_zTiozSNT2OV&sessionId=,5-6K,美亚集团,广州,1-3年,大专,数学/统计相关专业 数据分析/挖掘经验,A轮,500-999人,旅游,节日福利 员工旅游 带薪年假 全勤奖 年终奖 定期体检 五险一金
数据分析师（资产管理方向）,https://www.zhipin.com/job_detail/aefb11d06a7d9a521nxy0tS-GVtS.html?lid=584LjSKRAgW.search.57&securityId=JSnOZcFfp3txj-v1htXO5MTneZD2B37soERs-3AqC-QniPX1YeToSiJgsRrclAkFpF6pYX1q9DApEr0kDLwSS1PHpMoNrfGe72Jy9gPom6YwXkjn0w~~&sessionId=,6-8K,德赛资产,广州,1-3年,大专,数据采集 数据分析 资产包 风险分析 投资估价 资产管理,不需要融资,100-499人,投资/融资,员工旅游 带薪年假 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/7b245975b95149251nV909m_GFNS.html?lid=584LjSKRAgW.search.58&securityId=QqanDNCDyoEL4-G1AyR9ipYRP6Lc44QQxq0HUrUeMHjsVUKBk8yMJiuDaqyRi2HdhzmpEAVe53yQSy-MMwjvAd2TqnhjPFzCN7-1JuuG-wtq9Vpfsw~~&sessionId=,3-6K,钱大妈,广州,经验不限,大专,大数据 BI 网络爬虫技术 相关分析,D轮及以上,1000-9999人,生活服务,五险一金 定期体检 全勤奖 年终奖 股票期权 带薪年假 员工旅游 节日福利 工作午餐
数据分析师,https://www.zhipin.com/job_detail/b7eb269f61d2a9ed1HR_3tu4GFVV.html?lid=584LjSKRAgW.search.59&securityId=BVDTaCDVZ7brH-e1ykeHLAnNWxBMDouV7Yy1BeFPW21inZLY6qNVqI3zjC9Pufae27-4kYSNxR9Ik7yKOp2dewh3WqYzgkm_GEGh8PMNkiVphdgz&sessionId=,20-30K·16薪,BIGO,广州,1-3年,本科,SQL,已上市,1000-9999人,移动互联网,五险一金 补充医疗保险 定期体检 全勤奖 年终奖 股票期权 带薪年假 住房补贴
数据分析,https://www.zhipin.com/job_detail/22749130a9fe89a81HR43d69F1ZW.html?lid=584LjSKRAgW.search.60&securityId=bD-RFgcOmZvVw-l1Hf3gWLmQ7X-SewgLCUNAYjdwHTdh8bgrKtR8tSE85SR0va55ianckx0fFkqZJr295w8gVvBN_tni2_3YRvRwLe6x0mB-pyx_Sw~~&sessionId=,5-7K,美天惠科技有限公司,广州,1-3年,大专,数据分析 产品分析,未融资,100-499人,批发/零售,节日福利 零食下午茶 员工旅游 带薪年假 绩效奖金 年终奖 五险一金
医药电商数据分析,https://www.zhipin.com/job_detail/077ee5ed4857079c1Xx63NS_GVVT.html?lid=584LjSKRAgW.search.61&securityId=bzxdu5MOXX9Es-c1GQknZVmsrelJ2EbVIfift77xEZMU1pYG9w4Zk523cEnjmShRQnnpVmtbKupXigOrFr-qTeMUYwTbP3SQEyMsLo6HRbmKFLuDrQ~~&sessionId=,5-6K,润都股份,广州,1-3年,大专,医药销售助理数据分析,已上市,1000-9999人,制药,五险一金 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 免费班车 包吃 节日福利
抖音数据分析师（投手）,https://www.zhipin.com/job_detail/698df3fecfc0a0461nN50ti-F1ZW.html?lid=584LjSKRAgW.search.62&securityId=0rM71ky3BZltS-9120TDlatynNndVI2NwizKOgibLtS-rGAnZBe9lFViD8Mg2AREgqVgSI8aiuHswT-NbR2UNhz-DB65GtRsDVN-jzly7A1dxK0XO8tB&sessionId=,12-20K,壹伽,广州,1-3年,学历不限,千川投流，数据优化 Roi提高 搭建投流计划 投手 投放feed 数据分析 运营,已上市,20-99人,电子商务,补充医疗保险 定期体检 加班补助 全勤奖 带薪年假 员工旅游 免费班车 交通补助 节日福利
数据分析统计员,https://www.zhipin.com/job_detail/75c532293305baa41Xxz3N21FVtW.html?lid=584LjSKRAgW.search.63&securityId=1hs8baeyrpw4m-N1404qEoEOfJR67ntD0gwYw3o5V32hnUOAt_2LuNtJiKZzNRhs_pR0It5Y1w20CT-9mpVLyEIFvp3M1xv0KDUXyz9hHrqd4LbaMC87&sessionId=,4-5K,广东汇沣物业管理,广州,1-3年,大专,经济/工商管理相关专业,不需要融资,20-99人,其他服务业,高温补贴 宿舍有空调 包住 团建聚餐 餐补 包吃 员工旅游 带薪年假 全勤奖 工龄奖 节假日加班费 加班补助 保底工资 绩效奖金 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/987246c25d73a1f33nx83tS9E1E~.html?lid=584LjSKRAgW.search.64&securityId=HteHClv5iAThv-V1V3IyFpQmTZbLJ1ots1rJp0evILKQyum7R4Lg9-O7FEPO7ANxD-FEI-br2QcM1CsnaSF2RPQp33rASywHQU_GGD-7ztoswCky&sessionId=,8-13K,翱捷工程,广州,1-3年,大专,数据分析,未融资,500-999人,机械设备/机电/重工,五险一金 补充医疗保险 全勤奖 年终奖 带薪年假 员工旅游 免费班车 通讯补贴 节日福利 住房补贴 零食下午茶 提供住宿
数据分析师（电商）,https://www.zhipin.com/job_detail/261d3c5363e2ee891HR509S_GFBQ.html?lid=584LjSKRAgW.search.65&securityId=U1mNB00PDOvO0-515Zu_cZTC27lUadXIyXBWJ8qLwIHQH3DRnjezn63WwKaN6dleYrDnjxet0ZbVHEKBqZKbXEc9WMAFu84Yr5ETFbkGFBOMgD2rBwE~&sessionId=,5-8K,文明集团,广州,1-3年,大专,Python 数据分析/挖掘经验 电商数据分析,D轮及以上,100-499人,移动互联网,生日福利 节日福利 带薪年假 股票期权 年终奖 意外险 五险一金
化妆品数据分析师,https://www.zhipin.com/job_detail/bf5e3637598488891Xdy0t-8E1JW.html?lid=584LjSKRAgW.search.66&securityId=k3ygl3HChHVAm-P1jGokpLs-KtBSBeey4FzGOErq3No5fYkLnzNtEt7H0ZOkc0WwySzXO8J7gAvrVm0ewXhQJHht0KpbNfxqsSVA0ZjCmaAG5pt8oA~~&sessionId=,8-12K,韩妆生物科技,广州,1-3年,本科,SPSS 计算机相关专业 风控相关经验,未融资,20-99人,电子商务,定期体检 加班补助 全勤奖 年终奖 员工旅游 包吃 节日福利
数据分析师（电商行业分析经验）,https://www.zhipin.com/job_detail/3504d442402c85b71nJ93966ElpX.html?lid=584LjSKRAgW.search.67&securityId=sTkhhWA0tfWV1-71QD_Yysmc6cWis54U488834OpI0Zz65Goj4ilnAeDApOaEu-LWe3G5hU75Qc7e7ZeiPZhzlZJGfd3UQTdoXFI026StEQGu8zBw3qs&sessionId=,7-10K,广州市晨峰电子商...,广州,1-3年,大专,Python Hadoop SQL Excel,未融资,0-20人,电子商务,全勤奖 年终奖 带薪年假 员工旅游 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/a49612a1bc3ac2811nJ529y_FFFV.html?lid=584LjSKRAgW.search.68&securityId=mhXdomRZQ3zpT-S1VP0sgS8ynCZGr_yb3YBcCbOdx2y0Oi4H-aNEYMAN6M7ttqX1pkdhiJbKSyk8MjsyFcStusd_A-fpDr14Zy1hQ0FI19A-lDPtBic~&sessionId=,7-10K,伟硕科技,广州,1-3年,大专,Java SQL finereport 金蝶,未融资,0-20人,计算机软件,五险一金 定期体检 全勤奖 年终奖 带薪年假 节日福利
数据分析专员,https://www.zhipin.com/job_detail/31c049142d298fa51nBz29q7F1pS.html?lid=584LjSKRAgW.search.69&securityId=KsuuX4GiJBb0m-M1dPQCdjagpP5Xd6Hg9_wrqltBEa7Qoig23zY20oSGYTjKOT0skfl9kqmsNukh7VVuregIx3Dh_-roA47Dn5QmMPcz_ccXJ8039Q~~&sessionId=,6-8K,优行优远,广州,1-3年,大专,SQL Excel SPSS,天使轮,1000-9999人,互联网,五险一金 定期体检 带薪年假 节日福利
数据分析（外包）,https://www.zhipin.com/job_detail/5c34272c08c1b4be1X1z3dy8EVVR.html?lid=584LjSKRAgW.search.70&securityId=1DLRaqbnWzeVs-r1bacZvi9HWVsGp_k6zuQz7I2OUd3ZPOi9kBTV_jXB4VVp87wCtr1T5d4MjV9n5rYgL2lgkcHdnTZ-CROeJZd3nv7_fbFIaM113A~~&sessionId=,13-18K,拓维云创,广州,3-5年,本科,数据分析 仪表盘 可视化,已上市,1000-9999人,计算机软件,五险一金 定期体检 加班补助 带薪年假 餐补 节日福利 员工旅游
亚马逊数据分析（岗位股+双休）,https://www.zhipin.com/job_detail/14b27a5b922c72791XN63tq_E1BX.html?lid=584LjSKRAgW.search.71&securityId=gT_RIpDaPnkGO-h1un6RX-AwFFzF-DlncQHEA_1iG5lGzdAQ93KRrVT6MAltAVfTZrRfmpFQR2JphBrLm5tsyUFUsa2JpzqH52qO7_EISCaEI22No05o&sessionId=,6-10K,广州长则商贸有限公司,广州,1-3年,本科,数学/统计相关专业 数据分析/挖掘经验,未融资,20-99人,电子商务,
跨境电商数据分析师(接受应届生）,https://www.zhipin.com/job_detail/ba778b9eb49714131Xxy0tu-EVNZ.html?lid=584LjSKRAgW.search.72&securityId=pz6ffZVyMxGpw-u1_9weKv6_bXFxy5M3nM1t5gzHN5L_kMJugG8lpnzV_HrSukpzxw_aNZ-h5dgWQDaBRBJ4Stmt3LPJf-Uc3dydN-7WU2B0yuRP5g~~&sessionId=,6-11K,泰稳贸易,广州,经验不限,本科,Python R 数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验,未融资,20-99人,贸易/进出口,节日福利 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 底薪加提成 保底工资 绩效奖金 定期体检 五险 休闲室
数据分析工程师（驻场）,https://www.zhipin.com/job_detail/94ee2e03723e9c7e1X1-29q0E1tR.html?lid=584LjSKRAgW.search.73&securityId=kAma85TquFGZ6-t1oMUC2FjfbsNwazhhJPDURH4qa5AewlHujUl5MLEGVQjQKf4a9NKk_DLzXg51qUeU0Jc339ATCFR9500OL2DB30mmmWwwPNgo&sessionId=,12-14K,彩讯股份,广州,3-5年,大专,SQL Hive 数据分析/挖掘经验 资产域 电力营销 正则表达式,已上市,1000-9999人,互联网,五险一金 定期体检 股票期权 带薪年假 节日福利 零食下午茶 生子礼金 结婚礼金 加班调休
数据分析师（近地铁+快速发展+福利好）,https://www.zhipin.com/job_detail/4ab19216deeb032f1XN909-9GFFW.html?lid=584LjSKRAgW.search.74&securityId=JtJN_F_n2d7rl-g1dXFN5WeQJl0Hw0jtTA0mt9cTvrxcgfstFYqREVdk6pPXj26gORcP7PMrL4oAkiLZGvynge08QXy3aLNMsM95FEM_DyHE0y6DWyE~&sessionId=,10-15K,广州医视,广州,1-3年,本科,SQL 数据分析/挖掘经验 电商/零售行业数据相关经验 医药行业 新媒体行业 数据分析,B轮,100-499人,医疗健康,交通补助 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 加班补助 股票期权 绩效奖金 定期体检 意外险 补充医疗保险 五险一金
数据分析师/管培生,https://www.zhipin.com/job_detail/448ec3ffaa018f331n1909m1GFRY.html?lid=584LjSKRAgW.search.75&securityId=ZcQLZnp0zASJ9-t1Aa2KvIJfH9t8bNtVmTJF9SOCLgjNiCIqSlEgDSQlBjNCJhbyeixUrIKhcdttp94OVBgZwOhyyGAr5vJGUzjTlRj5YabfOsOI&sessionId=,6-9K,欧博,广州,经验不限,本科,数学/统计相关专业 计算机相关专业 数据分析师 管培生 财务数据分析师,未融资,1000-9999人,电子商务,餐补 包吃
数据分析师,https://www.zhipin.com/job_detail/e261bda2780a3ff41X182dq1FVZU.html?lid=584LjSKRAgW.search.76&securityId=Zn2giekH2LwGt-i1sZUrd5qxwiOH1BG-dav5xtp6cDZUpH9Ai5CrpEpac4Wa31CAJ8X61tLwr68zyRcxpNCbmgvdNd3nlMcywh7ySnhYvZoLR1lVKzmn&sessionId=,4-6K,广州智致麻娱乐,广州,1年以内,大专,SPSS SQL Python 数据分析/挖掘经验 电商/零售行业数据相关经验 文娱/游戏行业数据相关经验,,0-20人,休闲/娱乐,
数据分析师（应届）,https://www.zhipin.com/job_detail/9f3de980499799a51Xx42dW6ElpX.html?lid=584LjSKRAgW.search.77&securityId=p6BBgj51TB4WG-D1tf7Fji_O1VIcV-xx2FWsY23LANRR32W1QQMdJcU2ub6YkTSkOPl5PrIr2tqKbNgyE4tBOBDeJrjGpCTfYIHLEXuijndxpVIn&sessionId=,6-10K,和元达,广州,经验不限,本科,Python SQL,未融资,20-99人,移动互联网,定期体检 股票期权 通讯补贴 包吃 零食下午茶 节日福利 五险一金
python数据分析师,https://www.zhipin.com/job_detail/97a48a0c6e5efc4b1HR60ty4EVRX.html?lid=584LjSKRAgW.search.78&securityId=naxbh8A91KDaf-61DioRHYvsee8SeXH2heaM8-_vc0Br3uzrXX_LPAFm5idAVUXUFb8sTS7vLGxMyOnvUiBbL-WoMu_fEF2xB93YjbJtxOrmp7YS&sessionId=,15-25K,北京国能日新,广州,1-3年,本科,Python 数据分析,已上市,500-999人,计算机软件,健身体系 生日福利 节日福利 零食下午茶 带薪年假 股票期权 绩效奖金 年终奖 定期体检 意外险 五险一金
数据分析师,https://www.zhipin.com/job_detail/c3c8d8a2386b78471XJ90tS6F1NQ.html?lid=584LjSKRAgW.search.79&securityId=Ecr2uT_oJ5RfC-d18fAuN3mxXP1T4L6y8U-2dUYDV_mcSaLuj0syl8dI7-gVEzi3Sz_HoE9ukRi8_1szldR5LBq8xd41swXwSJ95IFxbim2mIGPh&sessionId=,7-9K·13薪,广州经传,广州,1-3年,本科,SQL 数据采集,不需要融资,500-999人,移动互联网,五险一金 补充医疗保险 年终奖 股票期权 带薪年假 员工旅游 通讯补贴 节日福利 零食下午茶 篮球赛、运动
数据分析师,https://www.zhipin.com/job_detail/a37493fc099725c51X152ti8FVRT.html?lid=584LjSKRAgW.search.80&securityId=sYeMPO30CehdJ-W1YP3itPC7q2F-llouEekSN2enH04d_GRG5PVprOctQDcd7PMCk_HxoML6ZX1H8-YRQkxvcsNwCxjJS-p9pr-JcbqrJwBFTSOwHw~~&sessionId=,10-15K,火柴人,广州,1-3年,本科,文娱/游戏行业数据相关经验 数学/统计相关专业 数据分析/挖掘经验,不需要融资,100-499人,游戏,交通补助 生日福利 节日福利 通讯补贴 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 全勤奖 法定节假日三薪 节假日加班费 股票期权 保底工资 绩效奖金 年终奖 定期体检 五险一金
审计数据分析师,https://www.zhipin.com/job_detail/7180ac14b5c0a0531X1_3dm-EVJT.html?lid=584LjSKRAgW.search.81&securityId=IhK7lX59BVLEW-51Zs1jvtLnpG7aZ1ZPwX6U67Jts7DGd_wKbJfMWf_DXKoKTvcm4JRf9bQjkxrdKxyCZ3nlFbdvmSbz-54YeYzVjIqz2RcNeVASRKE~&sessionId=,8-10K,宜通衡睿,广州,1-3年,本科,SQL 电信行业 审计,未融资,100-499人,通信/网络设备,生日福利 节日福利 餐补 带薪年假 年终奖 定期体检 意外险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/f7649b8f5bea39731XF50t-8F1RY.html?lid=584LjSKRAgW.search.82&securityId=c7kYScUsljo29-z1DKZMxatlfSJuiKzGFtZsdVg9HQCTQTzEyvy2at332SKRUd6F4wRtwtbjEu0qhsGPeUYzA5E2V2wmqXuy-S5Va6WtJZDBrKvKPpk~&sessionId=,5-6K,广东小骑科技有限公司,广州,1-3年,大专,计算机相关专业 数据分析/挖掘经验,未融资,20-99人,其他服务业,交通补助 全勤奖 加班补助 保底工资 意外险
数据分析师,https://www.zhipin.com/job_detail/84850701ea9d68b91nZ73NS9FFJS.html?lid=584LjSKRAgW.search.83&securityId=0sb8VMajXglYL-I1VwyTtKGraSa5mCxOWwApcbdfy8WsF4DSn0KZONoGLLmeUnZLIlB8t2ytZw2a3Rj_jbusy36QENE7u5b6fApRgiF7gQdeAQuM0Q~~&sessionId=,10-11K,美亚柏科,广州,1-3年,本科,SQL Excel ECharts Hive 大数据,已上市,1000-9999人,信息安全,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 节日福利 零食下午茶
用户增长数据分析师,https://www.zhipin.com/job_detail/28c6509791004a091X1y2dm-E1BY.html?lid=584LjSKRAgW.search.84&securityId=EdyGJEqjzyIqs-j1b1t4y9NBXSJVZ3jk36tAdCt-DVui1_mDHeWim8QmhxtOIpUCwFsjqE5DjpdCERJb52A0g2q1qBPtyknAYlY4qfk66btfAF8~&sessionId=,8-12K·14薪,有米科技,广州,1-3年,本科,SQL Power BI Python 数学/统计相关专业 数据分析/挖掘经验 计算机相关专业 c端产品用户增长 产品运营,已上市,100-499人,移动互联网,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 员工旅游 餐补 通讯补贴 节日福利 零食下午茶 大病互助 文娱活动
数据分析,https://www.zhipin.com/job_detail/587c961876381dac1XF60t2-FVZS.html?lid=584LjSKRAgW.search.85&securityId=VuIvv0T5pG3N--u1TGPSkAkgH2xns-Sy1s_ljpAMKZXDjlCI2R9ryBbwaXoYDrJFdUu9JhhY6rBLUhWab5rQqBopXKXNZ7fmY4cE3e04frBrtuaMYQ~~&sessionId=,5-7K,星韧兴尘广告,广州,1-3年,本科,数据分析,未融资,100-499人,广告营销,五险一金 加班补助 年终奖 带薪年假 通讯补贴 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/73699bcffb35801b1XJz3t-4FVtR.html?lid=584LjSKRAgW.search.86&securityId=19EHi80toHPQq-91Y_ZSh46_It29Le3QelHxwSHuT1r2EA43Qfdif2dweUcYRGfqAz967z3OXPw_u_mI4CH0ExJUjHxQllm_OEf7mrzDtYu_w59djg~~&sessionId=,8-13K,智合创享,广州,1-3年,大专,SQL Python Tableau 数学/统计相关专业 数据分析/挖掘经验,未融资,20-99人,移动互联网,定期体检 生日福利 节日福利 带薪年假 工龄奖 节假日加班费 底薪加提成 绩效奖金
高级数据分析师,https://www.zhipin.com/job_detail/49ac4ca70650f3f61HR_2t-1E1RX.html?lid=584LjSKRAgW.search.87&securityId=7pm2hxxsDFhFl-91Ak6VqvFzOsi-_HRLid18DDh6LNJNczStA2bxtQAZtx1oM22Bo4XiRX4SdouXepOvJXIy-wpD6Q1EgcHy3GKV2zYYI6oZFr6ZSNlm&sessionId=,13-18K,广州芒果尚品网络...,广州,3-5年,本科,数据分析/挖掘经验 电商/零售行业数据相关经验 SQL 数据分析 Amazon 数据挖掘,未融资,100-499人,电子商务,带薪年假 员工旅游 节日福利 零食下午茶 五险
数据分析师,https://www.zhipin.com/job_detail/9503e6be9b9ec1e01nV_39i7EVpR.html?lid=584LjSKRAgW.search.88&securityId=LbwGN05nXNaFD-813H_9gEeXUreUEedXcrf1kTfsDUixQqMyikzxSw_c3JcsYN7Y-PlCDjj6HdyFNI6XeQYuJPp7i3TOjY31r1JcOJYS1qLu1S8Mig~~&sessionId=,6-7K,博骏传媒,广州,1-3年,大专,数据分析 商业分析,未融资,20-99人,媒体,五险一金 带薪年假 员工旅游 餐补 节日福利 零食下午茶 意外险
数据分析,https://www.zhipin.com/job_detail/868c89e1d97cc2751HR-2dq1FldQ.html?lid=584LjSKRAgW.search.89&securityId=j0Ahtr7Ke6OUB-B1dulu_o_H8voOfT_aIu0Kjxkp-TOnWXb6gLKxunbeDQUe5r3ULsp-AMTWbOqbYrksV_5Hlr4Z8bkH02zep42_dDZvDb2SKm_vraQ~&sessionId=,20-25K·14薪,某大型知名食品公司,广州,3-5年,本科,Power BI SQL Python,,,,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 通讯补贴 交通补助 节日福利
数据分析师,https://www.zhipin.com/job_detail/4231f7225391b81f1nd729i6E1NR.html?lid=584LjSKRAgW.search.90&securityId=d0RGsrmu7H4vW-r1qL0LvriKMHEbifuCwiBk9P4Lx5dD1GSS0OFLw1pqUM10CGM1fMBylqOiLKkUA3H6jsnVxjaa2C3aDGqRqGW3jyaCjKx-srZunUM~&sessionId=,4-9K,巴博瑞汽车配件,广州,经验不限,大专,Python SPSS Matlab Excel 大数据 汽车配件 电商运营 平台运营,未融资,100-499人,汽车零部件,补充医疗保险 全勤奖 年终奖 餐补 节日福利 住房补贴 高温补贴 免费工装 工龄奖 底薪加提成
数据分析师,https://www.zhipin.com/job_detail/f00c9c37747799561nV929S0GVdW.html?lid=584LjSKRAgW.search.91&securityId=PKNrPw-R-BI72-Y1wYiPDsPvqUPGEzeO3A4Wwuf0r3bynZmLLXg6ytlPLUExQp1M3l_xN54UivinFP4MARYp-M26mWuNnxPobgkHK4J805eDjCpYKT4~&sessionId=,6-11K,时代新科技,广州,1-3年,大专,SQL Python SAS,未融资,100-499人,互联网,五险一金 定期体检 年终奖 带薪年假 节日福利 零食下午茶
推广与数据分析,https://www.zhipin.com/job_detail/71e261e6e18f61fd1nF90t60GFpQ.html?lid=584LjSKRAgW.search.92&securityId=vq4k80HdUqbRe-u1kXzGMgjUSbQxcD8UkYSLTsskUB8Y9dzQYocGDt2iP0SsmVxKRa6yd4c9ZCeAPfDbsKX7gwh75IIEaWU0VNS5Tsywg40lHV0~&sessionId=,5-8K·13薪,青木科技,广州,1-3年,大专,Excel 店铺推广 数据分析,已上市,1000-9999人,电子商务,节日福利 团建聚餐 餐补 员工旅游 带薪年假 年终奖 定期体检 五险一金
